,path,split_path,size
3064,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Montiaceae/Hectorella/https:||live.staticflickr.com|4837|32310825988_b2f8588d7b.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Montiaceae', 'Hectorella', 'https:||live.staticflickr.com|4837|32310825988_b2f8588d7b.jpg']",1
3065,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Geometridae/Hyperythra/https:||live.staticflickr.com|4861|31264328517_195280792c.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Geometridae', 'Hyperythra', 'https:||live.staticflickr.com|4861|31264328517_195280792c.jpg']",1
3066,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Fagales/Casuarinaceae/Allocasuarina/https:||live.staticflickr.com|4822|46152761272_e6c38e92eb.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Fagales', 'Casuarinaceae', 'Allocasuarina', 'https:||live.staticflickr.com|4822|46152761272_e6c38e92eb.jpg']",1
3067,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Noctuidae/Eutrichopidia/https:||live.staticflickr.com|4845|45479266064_077d47c599.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Noctuidae', 'Eutrichopidia', 'https:||live.staticflickr.com|4845|45479266064_077d47c599.jpg']",1
3068,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|4902|44386263560_d5282eb107.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|4902|44386263560_d5282eb107.jpg']",1
3069,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Delias/https:||live.staticflickr.com|4819|46203412171_1b383a93ac.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Delias', 'https:||live.staticflickr.com|4819|46203412171_1b383a93ac.jpg']",1
3070,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Mycalesis/https:||live.staticflickr.com|4832|32331295758_9822920824.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Mycalesis', 'https:||live.staticflickr.com|4832|32331295758_9822920824.jpg']",1
3071,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Junonia/https:||live.staticflickr.com|4820|32331293088_c44ab1b637.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Junonia', 'https:||live.staticflickr.com|4820|32331293088_c44ab1b637.jpg']",1
3072,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Cerambycidae/Phoracantha/https:||live.staticflickr.com|4911|44386197110_7683d41476.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Cerambycidae', 'Phoracantha', 'https:||live.staticflickr.com|4911|44386197110_7683d41476.jpg']",1
3073,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Cerambycidae/Rhytiphora/https:||live.staticflickr.com|4820|46152682022_de4ed7fb8f.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Cerambycidae', 'Rhytiphora', 'https:||live.staticflickr.com|4820|46152682022_de4ed7fb8f.jpg']",1
3074,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Curculionidae/Rhynchaenus/https:||live.staticflickr.com|4850|45479190014_6b517e8ee9.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Curculionidae', 'Rhynchaenus', 'https:||live.staticflickr.com|4850|45479190014_6b517e8ee9.jpg']",1
3075,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Carabidae/Arthropterus/https:||live.staticflickr.com|4809|32331237298_787f8c38d0.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Carabidae', 'Arthropterus', 'https:||live.staticflickr.com|4809|32331237298_787f8c38d0.jpg']",1
3076,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malvales/Malvaceae/Entelea,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malvales', 'Malvaceae', 'Entelea']",1
3077,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malvales/Malvaceae/Entelea/https:||live.staticflickr.com|4896|46182859881_50fd3c84b4.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malvales', 'Malvaceae', 'Entelea', 'https:||live.staticflickr.com|4896|46182859881_50fd3c84b4.jpg']",1
3078,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malvales/Malvaceae/Hoheria/https:||live.staticflickr.com|4804|45270326765_65d4a7e7a0.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malvales', 'Malvaceae', 'Hoheria', 'https:||live.staticflickr.com|4804|45270326765_65d4a7e7a0.jpg']",1
3079,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Ranunculus/https:||live.staticflickr.com|4860|31243628697_c75101af05.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Ranunculus', 'https:||live.staticflickr.com|4860|31243628697_c75101af05.jpg']",1
3080,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Clematis/https:||live.staticflickr.com|4817|46132228862_fb299b75b6.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Clematis', 'https:||live.staticflickr.com|4817|46132228862_fb299b75b6.jpg']",1
3081,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Oxalidales/Elaeocarpaceae/Aristotelia,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Oxalidales', 'Elaeocarpaceae', 'Aristotelia']",1
3082,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Oxalidales/Elaeocarpaceae/Aristotelia/https:||live.staticflickr.com|4880|45270188725_f6dc054310.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Oxalidales', 'Elaeocarpaceae', 'Aristotelia', 'https:||live.staticflickr.com|4880|45270188725_f6dc054310.jpg']",1
3083,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Apiales/Pittosporaceae/Pittosporum/https:||live.staticflickr.com|4903|32310703398_6b8b4ef45e.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Apiales', 'Pittosporaceae', 'Pittosporum', 'https:||live.staticflickr.com|4903|32310703398_6b8b4ef45e.jpg']",1
3084,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Ranunculus/https:||live.staticflickr.com|4896|44365490880_80e19d5138.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Ranunculus', 'https:||live.staticflickr.com|4896|44365490880_80e19d5138.jpg']",1
3085,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Clematis/https:||live.staticflickr.com|4837|44365488090_1fdba5df52.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Clematis', 'https:||live.staticflickr.com|4837|44365488090_1fdba5df52.jpg']",1
3086,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Pandanales,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Pandanales']",1
3087,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Pandanales/Pandanaceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Pandanales', 'Pandanaceae']",1
3088,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Pandanales/Pandanaceae/Freycinetia,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Pandanales', 'Pandanaceae', 'Freycinetia']",1
3089,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Pandanales/Pandanaceae/Freycinetia/https:||live.staticflickr.com|1915|45827235272_3a76828e1f.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Pandanales', 'Pandanaceae', 'Freycinetia', 'https:||live.staticflickr.com|1915|45827235272_3a76828e1f.jpg']",1
3090,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Asteraceae/Pachystegia/https:||live.staticflickr.com|4879|45152745464_c411d1a927.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Asteraceae', 'Pachystegia', 'https:||live.staticflickr.com|4879|45152745464_c411d1a927.jpg']",1
3091,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malvales/Malvaceae/Hoheria/https:||live.staticflickr.com|1958|32005653288_36a29e1bd4.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malvales', 'Malvaceae', 'Hoheria', 'https:||live.staticflickr.com|1958|32005653288_36a29e1bd4.jpg']",1
3092,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Paracryphiales,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Paracryphiales']",1
3093,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Paracryphiales/Paracryphiaceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Paracryphiales', 'Paracryphiaceae']",1
3094,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Paracryphiales/Paracryphiaceae/Quintinia,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Paracryphiales', 'Paracryphiaceae', 'Quintinia']",1
3095,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Paracryphiales/Paracryphiaceae/Quintinia/https:||live.staticflickr.com|1927|45152742384_6a17bfedd0.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Paracryphiales', 'Paracryphiaceae', 'Quintinia', 'https:||live.staticflickr.com|1927|45152742384_6a17bfedd0.jpg']",1
3096,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Sapindales/Rutaceae/Leionema,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Sapindales', 'Rutaceae', 'Leionema']",1
3097,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Sapindales/Rutaceae/Leionema/https:||live.staticflickr.com|1907|30937801887_6dab9571b3.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Sapindales', 'Rutaceae', 'Leionema', 'https:||live.staticflickr.com|1907|30937801887_6dab9571b3.jpg']",1
3098,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Asteraceae/Leucogenes,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Asteraceae', 'Leucogenes']",1
3099,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Asteraceae/Leucogenes/https:||live.staticflickr.com|4811|45876818131_94f5bd9a8e.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Asteraceae', 'Leucogenes', 'https:||live.staticflickr.com|4811|45876818131_94f5bd9a8e.jpg']",1
3100,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Santalales/Loranthaceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Santalales', 'Loranthaceae']",1
3101,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Santalales/Loranthaceae/Peraxilla,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Santalales', 'Loranthaceae', 'Peraxilla']",1
3102,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Santalales/Loranthaceae/Peraxilla/https:||live.staticflickr.com|4807|45827227752_ca0589fec7.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Santalales', 'Loranthaceae', 'Peraxilla', 'https:||live.staticflickr.com|4807|45827227752_ca0589fec7.jpg']",1
3103,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Myrtales/Myrtaceae/Metrosideros/https:||live.staticflickr.com|4861|32005647988_8e02565f07.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Myrtales', 'Myrtaceae', 'Metrosideros', 'https:||live.staticflickr.com|4861|32005647988_8e02565f07.jpg']",1
3104,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Orchidaceae/Earina,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Orchidaceae', 'Earina']",1
3105,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Orchidaceae/Earina/https:||live.staticflickr.com|4894|32005647008_da5375b47e.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Orchidaceae', 'Earina', 'https:||live.staticflickr.com|4894|32005647008_da5375b47e.jpg']",1
3106,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Lamiales/Orobanchaceae/Euphrasia,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Lamiales', 'Orobanchaceae', 'Euphrasia']",1
3107,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Lamiales/Orobanchaceae/Euphrasia/https:||live.staticflickr.com|4912|45827223842_65789b1f1c.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Lamiales', 'Orobanchaceae', 'Euphrasia', 'https:||live.staticflickr.com|4912|45827223842_65789b1f1c.jpg']",1
3108,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Oxalidales/Elaeocarpaceae/Aristotelia/https:||live.staticflickr.com|4811|45152736904_9960ba38b8.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Oxalidales', 'Elaeocarpaceae', 'Aristotelia', 'https:||live.staticflickr.com|4811|45152736904_9960ba38b8.jpg']",1
3109,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Apiales/Araliaceae/Meryta,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Apiales', 'Araliaceae', 'Meryta']",1
3110,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Apiales/Araliaceae/Meryta/https:||live.staticflickr.com|1910|44060303090_15f50b8b41.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Apiales', 'Araliaceae', 'Meryta', 'https:||live.staticflickr.com|1910|44060303090_15f50b8b41.jpg']",1
3111,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Gentianales/Gentianaceae/Gentianella,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Gentianales', 'Gentianaceae', 'Gentianella']",1
3112,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Gentianales/Gentianaceae/Gentianella/https:||live.staticflickr.com|4897|44060301810_5cb3a662a4.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Gentianales', 'Gentianaceae', 'Gentianella', 'https:||live.staticflickr.com|4897|44060301810_5cb3a662a4.jpg']",1
3113,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Iridaceae/Libertia,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Iridaceae', 'Libertia']",1
3114,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Iridaceae/Libertia/https:||live.staticflickr.com|4869|44963682345_d7d2c4cc85.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Iridaceae', 'Libertia', 'https:||live.staticflickr.com|4869|44963682345_d7d2c4cc85.jpg']",1
3115,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malvales/Thymelaeaceae/Pimelea/https:||live.staticflickr.com|4821|44060299130_754d4ea941.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malvales', 'Thymelaeaceae', 'Pimelea', 'https:||live.staticflickr.com|4821|44060299130_754d4ea941.jpg']",1
3116,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Stylidiaceae/Forstera,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Stylidiaceae', 'Forstera']",1
3117,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Stylidiaceae/Forstera/https:||live.staticflickr.com|1977|45876805601_27cfd9c428.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Stylidiaceae', 'Forstera', 'https:||live.staticflickr.com|1977|45876805601_27cfd9c428.jpg']",1
3118,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Asteraceae/Brachyglottis/https:||live.staticflickr.com|1971|45876803551_464e2de927.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Asteraceae', 'Brachyglottis', 'https:||live.staticflickr.com|1971|45876803551_464e2de927.jpg']",1
3119,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Myrtales/Myrtaceae/Metrosideros/https:||live.staticflickr.com|1909|45876799831_a42378fa95.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Myrtales', 'Myrtaceae', 'Metrosideros', 'https:||live.staticflickr.com|1909|45876799831_a42378fa95.jpg']",1
3120,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Orchidaceae/Dendrobium/https:||live.staticflickr.com|4841|44963674975_3f1a1a1145.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Orchidaceae', 'Dendrobium', 'https:||live.staticflickr.com|4841|44963674975_3f1a1a1145.jpg']",1
3121,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Myrtales/Myrtaceae/Metrosideros/https:||live.staticflickr.com|4917|44963673555_789028e368.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Myrtales', 'Myrtaceae', 'Metrosideros', 'https:||live.staticflickr.com|4917|44963673555_789028e368.jpg']",1
3122,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Asteraceae/Senecio/https:||live.staticflickr.com|1965|44963672065_9ac78d94e3.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Asteraceae', 'Senecio', 'https:||live.staticflickr.com|1965|44963672065_9ac78d94e3.jpg']",1
3123,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Asphodelaceae/Bulbinella,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Asphodelaceae', 'Bulbinella']",1
3124,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Asphodelaceae/Bulbinella/https:||live.staticflickr.com|4870|45152729074_a81d726b72.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Asphodelaceae', 'Bulbinella', 'https:||live.staticflickr.com|4870|45152729074_a81d726b72.jpg']",1
3125,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Asteraceae/Brachyglottis/https:||live.staticflickr.com|1901|30937789757_d9d490fc67.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Asteraceae', 'Brachyglottis', 'https:||live.staticflickr.com|1901|30937789757_d9d490fc67.jpg']",1
3126,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Ranunculus/https:||live.staticflickr.com|4821|44963667645_a0645c6884.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Ranunculus', 'https:||live.staticflickr.com|4821|44963667645_a0645c6884.jpg']",1
3127,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Geraniales/Geraniaceae/Geranium/https:||live.staticflickr.com|4908|45152726624_2e49f5a338.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Geraniales', 'Geraniaceae', 'Geranium', 'https:||live.staticflickr.com|4908|45152726624_2e49f5a338.jpg']",1
3128,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Sapindales/Meliaceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Sapindales', 'Meliaceae']",1
3129,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Sapindales/Meliaceae/Dysoxylum,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Sapindales', 'Meliaceae', 'Dysoxylum']",1
3130,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Sapindales/Meliaceae/Dysoxylum/https:||live.staticflickr.com|4871|32005627308_2c660a926c.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Sapindales', 'Meliaceae', 'Dysoxylum', 'https:||live.staticflickr.com|4871|32005627308_2c660a926c.jpg']",1
3131,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Arecales/Arecaceae/Rhopalostylis,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Arecales', 'Arecaceae', 'Rhopalostylis']",1
3132,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Arecales/Arecaceae/Rhopalostylis/https:||live.staticflickr.com|4914|45876787561_3516e487b6.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Arecales', 'Arecaceae', 'Rhopalostylis', 'https:||live.staticflickr.com|4914|45876787561_3516e487b6.jpg']",1
3133,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malvales/Thymelaeaceae/Pimelea/https:||live.staticflickr.com|4891|45152724474_0766a31440.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malvales', 'Thymelaeaceae', 'Pimelea', 'https:||live.staticflickr.com|4891|45152724474_0766a31440.jpg']",1
3134,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Myrtales/Myrtaceae/Metrosideros/https:||live.staticflickr.com|4869|44963662625_aab96f4f5d.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Myrtales', 'Myrtaceae', 'Metrosideros', 'https:||live.staticflickr.com|4869|44963662625_aab96f4f5d.jpg']",1
3135,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Asteraceae/Celmisia/https:||live.staticflickr.com|4883|45827202802_738c1d1b04.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Asteraceae', 'Celmisia', 'https:||live.staticflickr.com|4883|45827202802_738c1d1b04.jpg']",1
3136,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Asteraceae/Brachyglottis/https:||live.staticflickr.com|4860|45876783761_4cb52669ce.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Asteraceae', 'Brachyglottis', 'https:||live.staticflickr.com|4860|45876783761_4cb52669ce.jpg']",1
3137,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ericales/Ericaceae/Epacris,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ericales', 'Ericaceae', 'Epacris']",1
3138,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ericales/Ericaceae/Epacris/https:||live.staticflickr.com|4837|32005621618_c20a11a0a8.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ericales', 'Ericaceae', 'Epacris', 'https:||live.staticflickr.com|4837|32005621618_c20a11a0a8.jpg']",1
3139,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Asteraceae/Olearia/https:||live.staticflickr.com|4902|45876781791_df30d3347e.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Asteraceae', 'Olearia', 'https:||live.staticflickr.com|4902|45876781791_df30d3347e.jpg']",1
3140,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Clematis/https:||live.staticflickr.com|1978|44060279790_227efb56e3.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Clematis', 'https:||live.staticflickr.com|1978|44060279790_227efb56e3.jpg']",1
3141,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Orchidaceae/Oncidium/https:||live.staticflickr.com|4824|45860398021_bb9e873431.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Orchidaceae', 'Oncidium', 'https:||live.staticflickr.com|4824|45860398021_bb9e873431.jpg']",1
3142,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Orchidaceae/Anguloa/https:||live.staticflickr.com|4909|31989213178_989248190d.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Orchidaceae', 'Anguloa', 'https:||live.staticflickr.com|4909|31989213178_989248190d.jpg']",1
3143,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Orchidaceae/Disa/https:||live.staticflickr.com|4894|45135859884_779b27dc96.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Orchidaceae', 'Disa', 'https:||live.staticflickr.com|4894|45135859884_779b27dc96.jpg']",1
3144,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malvales/Malvaceae/Hibiscus/https:||live.staticflickr.com|4825|45270188095_6295c39040.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malvales', 'Malvaceae', 'Hibiscus', 'https:||live.staticflickr.com|4825|45270188095_6295c39040.jpg']",1
3145,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Apiales/Pittosporaceae/Pittosporum/https:||live.staticflickr.com|4891|32310702718_082a288d24.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Apiales', 'Pittosporaceae', 'Pittosporum', 'https:||live.staticflickr.com|4891|32310702718_082a288d24.jpg']",1
3146,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Orchidaceae/Mormodes/https:||live.staticflickr.com|4914|45136261204_ff607d13c2.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Orchidaceae', 'Mormodes', 'https:||live.staticflickr.com|4914|45136261204_ff607d13c2.jpg']",1
3147,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Orchidaceae/Rodriguezia,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Orchidaceae', 'Rodriguezia']",1
